5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,812,722,740,753,662,747,654,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,813,722,739,753,663,746,654,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,813,721,740,752,662,747,653,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,812,722,740,751,662,747,653,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,679,813,721,740,751,664,746,652,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,679,812,723,740,751,662,746,653,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,811,721,741,750,664,746,653,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,812,722,740,750,664,746,653,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,812,721,740,750,662,746,653,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,677,811,721,740,751,662,746,653,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,811,721,739,751,662,746,653,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,677,813,721,739,751,662,747,653,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,677,812,721,740,751,662,746,653,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,677,811,720,740,750,662,746,652,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,810,720,740,750,662,746,652,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,810,720,740,750,662,747,653,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,677,810,720,739,750,662,746,654,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,810,720,739,750,662,746,654,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,676,810,720,739,751,662,746,653,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,677,810,720,740,751,662,746,652,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,810,719,739,751,662,746,652,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,809,719,739,750,663,746,652,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,809,718,740,750,662,746,652,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,809,718,739,749,662,746,652,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,809,718,739,749,662,746,652,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,810,718,740,749,662,745,652,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,677,809,719,739,749,662,745,652,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,809,718,740,749,662,745,652,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,808,717,739,750,662,745,652,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,678,808,717,739,749,663,744,652,0,0,0,0,0
5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,6425,677,807,717,739,749,662,746,651,0,0,0,0,0
